Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/8/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Cote d'Ivoire,CIV,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,55.09209824,56.78863144,56.75244904,58.14036942,59.34917068,59.93487167,60.02994919,62.66852188,65.80924225,68.69107819,70.03855896,71.31889343,71.6056366,71.00923157,69.04075623,67.1470108,66.32836914,65.74742126,66.17212677,66.68173981,66.24758911,64.16435242,63.16867828,61.47225952,62.79412842,62.76853943,62.55796051,63.10916901,63.54455185,65.06746674,64.52948761,66.33512115,66.86859131,63.02391815,,,59.5550499,59.46311188,62.30046844,63.07928085,,73.56416373,78.28605859,80.74984633,83.74910336,85.26280375,87.96918517,88.20520111,88.21093971,88.47476706,88.62665985,85.83008851,86.45458388,91.80934122,93.29643688,
Cameroon,CMR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,92.32099915,90.39489746,91.24051666,92.56874084,94.65242004,95.30049133,93.62162018,94.49595642,94.82798004,94.99104309,96.9418335,98.08860779,101.1202621,99.66535187,100.7520523,101.6214066,103.3905029,104.081337,100.6485901,100.7850266,98.59790039,93.2530365,,86.86499786,84.82801056,77.74730682,81.40055847,83.59676361,86.17250061,88.48895264,104.2783127,104.3162766,104.6263733,109.4647064,107.3169403,105.7122192,107.5140305,107.6060486,109.5021896,111.2347054,110.0191458,114.3542285,,115.3042006,117.7535683,117.1730433,111.2213899,104.3342021,106.7548013,,110.1077904,112.4946361,114.4248326,114.4072788,
"Congo, Dem. Rep.",COD,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,96.67701721,96.23799133,96.17671204,94.89276886,93.46700287,93.40814209,92.9748764,93.71417236,93.97241974,94.42604065,95.06334686,95.80326843,96.60494995,97.45423126,92.22209167,92.06881714,79.70436859,80.82971954,,59.32846069,75.93885803,74.08315277,75.12075043,73.31861115,77.15093994,,,62.3416214,50.2562294,,,61.03359985,,,,,83.54942322,91.88694763,91.90769958,92.08609772,93.52239227,98.24398041,99.91290283,103.8577194,102.0565109,,,111.4886703,,115.8982925,120.0684509,,117.6020966,,
"Congo, Rep.",COG,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,103.4866028,108.7696762,111.1349716,113.3053665,114.407341,114.8431931,115.1185989,116.9144821,118.0472717,123.0971527,122.8602676,125.1850128,127.2398529,130.243866,131.0379181,132.5879211,135.6997375,130.8366852,129.3889618,126.3684006,123.6414719,119.8802872,121.3748779,116.6965408,116.231102,108.3186493,106.2379227,89.01058197,56.18556976,83.16870117,96.8045578,99.14037323,94.04524231,105.2463837,105.2449417,106.3694763,104.9830017,103.2272415,107.3012009,109.0236511,108.5050964,105.5142288,,,,,,87.46211243,,,,,87.88024139,,
Colombia,COL,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.2982864,121.0887909,121.778862,,122.8400803,124.0406418,124.6194916,125.4688568,126.483902,128.164978,124.3751373,121.8312836,118.6399689,119.0847321,116.080101,115.4970779,115.4431534,113.3053818,111.6991806,109.3555069,107.0836868,106.4883575,104.8304672,,,
Comoros,COM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,35.34482956,35.26641846,43.79278946,48.70233154,57.85514832,69.73638153,79.5124588,,87.9519577,,99.84449005,,98.17604065,96.43575287,94.45110321,97.40151215,89.2276001,89.66840363,88.92076874,87.9667511,91.42311859,95.92085266,90.47425842,92.07556915,,86.91133881,,89.94979095,82.52081299,93.00990295,,102.2484589,100.2490005,97.92378235,,,96.80908966,103.0636673,,,111.2750947,,115.5834664,113.5798392,,,106.2192969,107.0619156,,,86.81752814,98.0717926,,97.004919,
Cabo Verde,CPV,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,55.94131088,69.27984619,87.19568634,100.3920288,106.3005676,127.7056198,115.6376877,110.7702026,106.5554504,102.7640228,100.9041367,98.39306641,92.05246735,96.5686264,97.62532043,98.89675903,101.8070602,104.6060181,107.4307785,109.387207,109.9195709,,,113.4405212,,,,117.61306,117.6239471,116.1964417,115.4487915,115.5441513,114.5728378,112.9345932,112.1919174,112.3010712,110.927948,109.9694366,108.6204605,107.5555287,107.4783068,108.3881369,108.0207405,107.5360334,105.8504449,104.4338549,104.1540222,105.8456091,105.208666,103.4282825,103.0259705,102.9730139,,,
Costa Rica,CRI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.3173294,,109.1498032,107.0998611,108.8126526,108.192337,109.6219711,110.9648972,109.9263535,108.6917191,107.5440903,105.4281387,104.0078812,103.7546463,104.5999222,103.2151718,105.5135193,108.8288727,108.2936478,107.1903687,106.1971283,106.1566162,104.774353,
Caribbean small states,CSS,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,109.6017609,109.5869217,110.9459229,109.2947388,110.0437393,106.6725388,106.1835022,108.1724014,107.9431,107.6014175,105.2788162,104.2076721,105.4490509,105.6306076,104.5272217,103.9500504,102.6767578,102.9649277,102.6686707,104.0290527,102.4652786,101.4440231,101.7941437,101.8776321,102.4515305,101.6949921,100.8869324,100.2887115,99.5508194,98.1395874,98.60913849,97.72605133,96.47582245,96.90323639,98.41586304,98.63111877,98.76339722,98.60624695,101.459198,102.0521317,101.1483612,101.9580765,101.8678284,101.0524292,99.74971008,99.71565247,99.33148193,98.68222046,99.69657898,98.57891846,97.1622467,96.26883698,95.41455078,93.22377777,94.04128265,
Cuba,CUB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,114.8059464,117.9747314,121.7165222,122.3160706,122.3860474,121.7659607,118.8992386,116.0895767,112.8312683,109.4680023,106.3892822,106.1753922,108.1643982,108.724472,107.2307205,106.2486877,106.09935,105.7237091,103.9791031,102.3171005,101.0753784,101.668541,100.6686783,100.5778198,100.1076813,104.4247818,104.7825928,103.5341492,104.1729431,103.8369598,103.5381699,104.0423203,102.9101334,103.2907867,103.219841,102.9764633,102.0839081,100.8472214,101.1193924,100.7160902,100.2905945,100.8289072,100.7215992,103.0563278,103.193222,101.0758919,100.5616315,100.3433805,100.802546,101.3174327,101.3029156,100.5801963,99.32817338,98.10921919,
Curacao,CUW,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.8215764,,,,,,,113.3508772,,,109.1681449,79.30491638,
Cayman Islands,CYM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,94.96781921,97.34410858,109.6481323,106.0368881,104.8264618,116.7189102,106.2721329,103.9862213,101.7366104,101.2398682,,,,,,,,,,,,,,,,,,106.668869,108.0188675,108.1352768,107.1877823,,99.55568695,95.65988159,99.56846619,103.5774231,102.4965668,,,103.9113429,103.2778489,98.67599301,,,,,92.07539088,94.32109308,97.65237993,95.4784899,98.38567006,101.4412417,95.73669097,
Cyprus,CYP,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.64961243,97.77345276,97.38822937,97.1988678,99.87117767,100.8870468,100.6882706,101.2135086,102.1794815,101.6243286,101.2005386,100.1753464,99.92977142,98.86856079,99.0203476,98.91188049,99.40035248,100.8641129,102.1683731,102.2754822,100.9483871,98.95226288,101.1342087,105.2598724,
Czechia,CZE,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.4696274,106.0050583,106.4099808,106.5291138,106.7377777,104.3727798,103.3821106,102.2147675,101.4789276,101.0364075,100.0810013,99.35858154,98.78047943,97.68215942,96.96154785,96.90975952,97.23249054,98.27275848,99.28330231,99.78453064,101.6778412,100.9753494,99.69908905,,
Germany,DEU,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.6506729,104.9211502,103.6680527,103.6427231,103.4406204,104.2626419,104.7935028,105.103981,104.8165131,104.3375931,104.4157181,104.1405487,103.6386719,102.6218185,102.7024612,101.4060669,101.7387085,102.6453781,102.5474701,101.9966583,101.34655,100.218132,102.1906891,102.6380234,
Djibouti,DJI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,111.8171463,111.063858,109.3079834,106.0528793,110.0286407,107.935112,111.9821472,112.4959564,108.7442474,104.6625519,101.7164383,106.680603,,108.1853714,,112.1920166,119.442627,118.66642,,115.7107697,114.392662,108.4369736,116.5300522,118.7772064,119.2013626,,,,119.9960098,117.8814621,114.9436798,111.388298,107.9574814,104.8428192,104.0674591,102.4603424,103.040062,103.2572479,104.6402206,105.7569851,107.4749076,108.43213,109.3736981,103.4830554,103.6689655,102.0058504,109.5764273,97.36637058,97.57027156,99.32551791,101.0363547,100.8087616,99.07216495,96.7877095,97.66060824
Denmark,DNK,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.72064209,101.6881714,,100,98.21058655,99.34603882,100,99.66027069,100.0024567,100.1815567,101.1974564,101.5106583,101.2993317,101.1769409,100.8821411,101.0414963,100.7780304,100.7490082,100.5510025,100.4595871,100.3084183,100.2444534,99.86988831,99.77609253,
Dominican Republic,DOM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,94.17649841,99.31060028,98.57501984,97.1769104,99.13275146,102.6895676,103.9878922,103.9394913,111.7484894,114.1224136,116.1627502,118.8218918,111.1289902,112.3431702,119.0291519,118.9212189,,,,,98.91927338,99.36118317,101.2891617,100.3132401,97.89333344,101.0080032,99.61267853,106.3820572,109.0412674,115.3086472,,117.9683304,115.6812363,107.7164536,108.2743912,103.6044388,113.6766663,109.5251236,111.8158722,110.4979612,110.2006778,108.4690201,109.5282449,108.0645491,112.0134917,110.7048768,108.0194399,105.8583979,112.3336105,105.9252424,96.87045705,100.4922912,101.6448488,101.9390843,
Algeria,DZA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,74.08348846,79.22531128,85.24546814,90.66622925,94.40693665,95.29508972,93.35830688,94.14974213,93.83357239,93.7881012,92.77719879,91.9287796,91.78875732,92.77548981,93.14967346,92.97390747,94.79393005,96.63659668,96.37368774,96.01737213,96.90830231,98.20181274,97.75744629,98.40460968,98.67241669,100.2323837,101.9606781,103.6939774,106.4913635,109.7343979,109.0178375,110.6772766,111.3877869,111.6551285,112.3985901,112.0770874,112.3344803,110.9109497,113.49189,113.8070265,112.7337645,112.0677474,112.3366302,111.1448372,109.5847874,109.0723074,108.0622719,107.0951219,106.067514,108.5319412,104.7397642,105.7471536,105.8407485,106.3688895,105.4806907
East Asia & Pacific (excluding high income),EAP,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,110.6758804,105.5287018,102.6061172,103.6720505,102.7023621,107.4693832,111.7208099,110.9571609,108.6558304,108.1500702,108.1430511,110.1409683,111.6414108,114.1542587,116.3592682,121.0974731,124.1715775,125.7201538,123.9066391,121.0427475,116.0752792,113.9870834,112.1887512,110.8853912,110.1198883,110.1661301,109.4625702,109.1680603,108.9041901,110.3733292,110.9405518,111.7244415,110.1548309,108.6306915,107.2676086,105.5679092,104.7810669,105.2965317,105.605629,105.5572891,105.0758896,105.2139206,105.3586273,104.791893,101.7875519,100.9976501,100.8197403,100.6199265,100.1194,99.75792694,99.97785187,99.92196655,100.1027069,99.33602905,99.97480011,
Early-demographic dividend,EAR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,89.82837677,61.55236053,63.46630096,66.04048157,66.88382721,68.62470245,69.88391113,71.85743713,71.80879211,72.13668823,75.60032654,76.91368103,79.71836853,81.59902191,83.42124939,84.26409912,84.86704254,85.34719849,87.25749969,89.07055664,89.29434967,90.08467865,90.79705811,92.14163971,93.5161438,93.57843781,94.56871796,94.57949829,94.89997864,95.52176666,96.52629089,96.090271,96.84339142,100.1592102,101.3357086,102.4730225,103.2005234,104.7341995,104.8509521,104.8386078,105.1872711,104.8274536,105.739212,105.7332993,104.5860672,104.6541367,106.965683,105.848732,100.0351181,99.83618927,100.6716232,100.34375,102.0338821,102.7457886,105.6423492,
East Asia & Pacific,EAS,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,109.7688675,107.5935287,104.8664017,105.7049179,104.5710297,109.0620499,113.1057816,112.4555283,110.4039612,110.1138763,110.3419876,112.3096619,113.7339096,116.0246735,117.8869476,121.9740982,124.479248,125.6063004,123.6828995,120.8928604,116.2459717,114.1880417,112.3602066,110.9402008,110.0391769,109.9737701,109.1159515,108.7056732,108.3799591,109.710022,110.2240295,110.9235764,109.4651718,108.0666504,106.8497696,105.2813034,104.5550385,105.0711899,105.3751602,105.3296738,104.8726807,105.0039978,105.1548615,104.6203995,101.8156815,101.0454788,100.8609467,100.6523895,100.1736908,99.86161804,100.0615921,99.98319244,100.135849,99.45011139,100.0472488,
Europe & Central Asia (excluding high income),ECA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.8175201,103.8969498,105.2289886,105.9259186,101.242981,101.3370514,102.5453262,101.8789368,102.0475311,100.9937592,100.3821564,100.9018631,101.1202393,100.1267319,103.205513,102.5417404,99.9769516,99.37579346,97.0207901,98.02734375,99.28066254,99.00009155,98.58947754,98.04704285,97.12023926,96.67874908,
Europe & Central Asia,ECS,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.3513794,104.0011978,104.9702072,105.5402679,104.2937698,103.6899872,102.6403427,102.2092819,101.9927673,101.6289902,101.2336121,101.2747498,101.1924286,101.0232925,102.1286316,101.1950684,100.5041428,100.1520081,99.99205017,100.4908905,100.9250412,100.6683197,100.6878815,100.4269409,100.080513,99.94145966,
Ecuador,ECU,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.4116898,108.008461,108.6587296,108.234581,107.8235092,107.8512497,108.0287018,109.5746613,107.735611,112.4222488,108.5298315,108.2226647,105.6579302,104.4952539,105.5968727,101.0551892,98.96081393,98.18618722,98.88282344,98.31597822,98.11638238,98.17575973,99.56801416,97.24900972,,
"Egypt, Arab Rep.",EGY,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,69.77127838,70.84770966,71.53099823,69.11167908,70.34159088,69.47635651,68.56458282,68.01657867,67.61016083,68.36112213,68.38092804,69.4625473,71.53073883,73.67945099,75.80654907,77.76708221,80.10167694,82.68612671,83.76061249,85.9356308,88.24954987,80.55056,81.36093903,90.48187256,83.93428802,92.56899261,92.38372803,,90.18508148,89.09842682,88.59338379,88.99304962,89.3009491,89.38018036,89.0111618,90.01284027,90.52414703,,91.20964813,90.94775888,87.46973794,91.86016328,91.58196506,89.18740652,,90.11304876,90.65151253,92.69090661,94.2500854,95.64330122,97.00105835,89.51008703,95.92170694,96.7073863,
Euro area,EMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1169205,103.6946335,103.8993912,103.3530884,103.3320313,103.3878937,104.2705688,104.1400986,103.9585724,103.6750031,103.1181183,102.6823502,102.4608765,102.1726685,102.6514664,101.9771194,101.9660721,101.6265488,102.2018814,102.3231812,102.4150314,102.390007,101.8724365,101.8872223,102.8902969,102.8902969,
Eritrea,ERI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.90282822,36.24372101,33.61725998,64.2883606,76.81916809,83.0738678,86.22344208,87.83357239,84.16288757,,86.28955078,95.33782196,94.52606201,101.3318481,107.5404205,106.5256729,103.5746536,97.03717804,87.20290375,81.14343262,77.92118073,73.63684845,79.17431641,82.64389801,92.67655182,83.27514648,82.36695099,,78.34947205,78.79164886,,,,89.73124695,,,
Spain,ESP,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.5630875,105.4508591,105.1583481,105.0009232,104.3578796,103.610878,103.0256805,102.4499817,102.0957184,101.2112274,100.8130417,100.4734421,103.2468796,102.7762833,102.4872818,102.5262527,102.9210587,103.1188126,103.661293,103.8841782,103.3635864,102.984787,103.0027695,102.9369812,
Estonia,EST,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.54216,105.4728165,105.6544724,104.8116531,103.5706482,102.7617798,101.6798172,100.795517,100.1811218,99.59726715,99.04283905,98.3196106,97.67951965,97.59226227,97.11914825,97.29234314,97.25005341,97.45594788,98.15772247,98.34667206,98.81466675,99.26381683,98.33815765,97.82205963,
Ethiopia,ETH,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,15.20870972,15.9780798,16.42178917,17.88801956,19.30245018,21.12574959,22.21648026,21.26485062,25.03697968,32.68243027,38.45544815,40.9910202,42.06002045,40.63222885,38.00281906,37.38457108,40.38188934,41.02904892,39.2842598,35.66321945,32.24951172,26.06085014,22.70729065,26.90801048,30.68227959,36.34547043,41.01716995,49.68864059,48.19575119,52.23873138,57.13069916,59.60435867,60.70214081,63.56570816,74.50968933,79.23293304,85.46972656,91.45301819,90.34194183,88.51103703,90.62825775,89.92532211,,93.11458901,94.08575347,,101.2239915,,,112.670171,101.338921,84.6317734,83.73197459,84.41601021,
European Union,EUU,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1642685,103.2831116,103.5421982,103.2417908,103.143959,103.0184402,103.5217209,103.3520737,103.0816727,102.6966705,102.2925034,101.9652634,101.7557678,101.6359329,102.2414474,101.5652237,101.4101868,101.0388489,101.4409332,101.431221,101.5385895,100.8295288,101.443718,101.4262238,102.4393921,102.4393921,
Fragile and conflict affected situations,FCS,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,57.79272842,59.02616882,59.82191086,60.68291855,60.89997864,61.26165009,62.61653137,65.61885834,69.14141083,73.33558655,76.50093079,79.86203003,81.86662292,82.3236618,82.41770935,80.36303711,77.77866364,75.9163208,75.64299011,73.45018005,73.0331192,75.06604767,74.99572754,75.50138092,75.71743774,74.05956268,71.03452301,72.4703598,73.79920959,73.24781799,75.11862183,76.67331696,79.90708923,81.64450836,83.79699707,86.28369904,88.15824127,88.08290863,88.67160034,89.00614166,89.33283997,91.22595978,92.50653076,92.80149841,92.29009247,90.6384201,91.24484253,92.01686096,93.21157074,94.34307861,95.46523285,94.55065155,93.32476044,94.23813629,94.27568817,
Finland,FIN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.688591,99.64476776,99.68956757,99.79342651,99.78411102,99.76595306,99.66214752,99.71987152,99.6641922,99.68805695,99.78518677,99.7071228,99.69184875,99.66172028,99.56723022,99.50804138,99.46820831,99.70320129,99.55574799,99.81758118,99.35363007,98.61901855,99.11517334,98.86560822,
Fiji,FJI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,102.9004135,104.6663971,105.9606323,108.0755692,108.090477,107.7216797,107.0296631,106.4016724,105.9207306,104.4105301,104.6864929,105.3927078,,105.3727036,105.5369415,105.7249222,104.84095,103.1129837,,,,102.1611481,101.3906097,,102.175087,100.8569794,99.53444672,100.7305222,101.258667,100.9938736,100.2657166,101.2343521,100.6686783,100.2173386,100.8408737,,98.80748749,93.93982697,93.62007141,93.10777283,,94.10148621,95.18244171,96.62477922,96.89429065,99.35768182,100.256689,102.9608405,106.223152,114.91259,112.5533295,114.9318338,112.2602946,111.9366095,110.3772305,
France,FRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3822098,100.2492981,99.97544861,99.81118011,104.6364899,104.2788467,103.8597794,103.6221466,103.0411377,102.7615128,102.6911011,102.5231628,102.2764435,101.2803497,101.9896393,102.2604294,102.4172211,102.4644089,102.4476471,102.6516266,102.5804062,102.7094879,103.2651215,103.439743,
Faroe Islands,FRO,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,214.5892639,212.5333557,214.6426239,204.0542908,197.8995819,191.3439331,194.3178253,190.7864838,184.1937866,,,,,,,,,,,,,,,,,,,,,,,,,111.9083862,110.2228699,,109.700737,,,,,,95.03185764,97.31420401,93.56705357,94.07720184,94.21926009,96.28819502,94.3598499,87.42404544,87.3990954,87.10633219,82.15476574,82.1598199,
Gabon,GAB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,126.6759033,128.8256989,130.5821838,130.8156738,134.8052979,138.2086334,135.5432129,141.1486053,137.0623932,138.6443634,139.6145172,139.1266174,138.4064331,138.7151642,138.813797,137.3450623,137.7442932,135.1578522,138.2115936,,,126.4435577,,130.282608,136.2790375,134.8986816,134.6432953,,133.6820984,,129.5666504,135.6864624,133.1398468,,,,,,,,129.7759963,,,,,,,,100.1716037,,,,,,
United Kingdom,GBR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5917587,100.9359436,100.6921921,100.5981216,105.9380722,105.8047104,104.3540726,103.1049194,105.7419434,105.4212418,105.6732407,105.0262604,105.8050613,105.3563995,100.0126038,100.2165604,100.397789,100.8036194,101.3555374,101.944191,102.2657623,102.2438965,102.480957,102.1712875,,
Georgia,GEO,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,95.34448242,,,,,88.40804291,,,,,93.30885315,91.0941391,82.05982208,81.77594757,82.63471985,84.28198242,88.56056976,94.90483093,99.6366806,107.2907562,111.0016708,112.3327332,111.812088,112.9107895,109.4176483,109.2721634,110.8291321,109.991127,108.2446823,107.1552459,107.7619522,109.6513998,110.5752284,109.976681,107.8001069,104.0425099,102.9377677,100.7868402,101.2364236,100.77953,101.2864411,102.7278312,100.8872609,99.35602068,
Ghana,GHA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,59.09114075,56.88420868,57.42346954,56.6308403,57.31653976,61.66553116,63.38288116,64.48323822,66.15606689,67.72113037,69.87091827,71.64045715,70.5960083,67.50424194,68.43196869,64.21118164,65.28054047,64.47862244,67.26918793,65.11501312,72.6733017,73.69174957,72.82808685,73.92877197,72.99299622,73.2914505,76.41011047,,75.29495239,79.94037628,75.41959381,78.84757996,76.30934906,80.22544098,86.70246887,91.23327637,95.99565125,100.8414917,99.07736206,,99.41307831,102.0686982,101.0894561,99.56008658,103.2131382,101.7511075,100.4788967,98.68139069,99.8750322,98.40489527,99.45094366,98.23189532,,100.9670181,
Gibraltar,GIB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,91.18360901,102.0021362,75.42917633,76.15322113,73.84903717,74.74047852,71.40570831,74.83836365,74.13326263,73.88569641,74.6268692,77.2406311,77.9447937,81.16182709,79.22731781,,,,,,,,,,,,130.4493256,,117.9104538,105.8139496,107.6052475,,,,,,,149.9066315,149.3804474,,,,,,,117.1835708,118.4782609,,112.3250389,108.7202718,108.4683358,106.3277249,103.5570224,101.7731806,
Guinea,GIN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,31.0666008,26.07312965,29.65885925,29.91179085,30.26685905,28.97706032,32.1614418,33.14542007,34.3055687,34.94087982,33.43928146,31.68961906,30.67749023,29.77470016,33.99021912,31.86957932,30.39275932,31.70601082,32.40365982,32.31126022,34.61288834,34.53966904,39.37427902,42.43367004,47.44588089,49.14123154,52.89408112,53.23186874,55.44087982,58.3812294,61.12702179,69.43540192,72.66871643,75.5423584,77.48619843,79.18359375,81.36254883,82.75274658,82.91107941,85.61686707,89.37448883,91.49246216,93.53012848,95.15177917,,93.11325836,,,,100.4745178,,,,,
"Gambia, The",GMB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,21.42098045,21.13064957,22.78684044,23.58778954,24.70528984,26.23490906,27.26505089,29.49360085,33.29544067,37.28158951,45.04470825,48.66984177,51.42901993,54.51128006,56.31647873,56.66273117,55.45748138,53.54874039,50.18870163,50.55615997,50.98355103,50.96625137,52.15819931,54.16184998,55.78842163,58.92461014,60.68790054,61.95708847,71.79380035,70.9850235,71.41174316,69.33242798,72.40416718,73.57939911,72.19088745,71.47596741,73.95088196,73.55661774,73.40965271,73.45998274,72.19066335,75.45926524,77.53189101,80.67127524,83.67678,85.49681529,88.69157421,91.48032767,95.09657719,96.88270266,96.32354177,97.27817234,98.73596704,98.60588333,100.4290162
Guinea-Bissau,GNB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,28.90802002,33.74121857,42.67808151,51.64044189,78.7591629,82.57121277,,72.5933609,63.38132858,59.49663162,55.80686951,54.18230057,52.30728912,51.48559952,51.41674042,,50.94171143,49.64999008,51.05982971,,,48.13328934,46.15103912,50.98297119,54.64846039,56.78295135,61.45077133,64.95424652,,75.50029755,89.7620163,,,107.9775009,114.7005386,119.6559906,,,,113.4367828,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,81.19844818,,,96.95214081,,,,,,,115.5128098,111.1470032,119.1830063,136.2563324,,,,,,,,,107.8621902,105.3560486,,,,,86.13793182,81.56987762,82.34040833,78.56678009,71.19790649,,68.38635254,,,57.20421982,56.32077026,56.02199936,54.68659973,54.97254944,,,47.54864883,,,,,,,,,,
